Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,North Carolina                                         ,Orthopedic impairments             ,42,49,45,136,16,         x,         x,24,0,88,         x,136,48,49,65,64,72,76,374,70,69,82,71,78,63,807,433,40,11,         x,         x,57,351,864,"1,000",90,8,16,177,0,550,23,864
2011,North Carolina                                         ,Other health impairments           ,40,50,91,181,17,         x,0,30,         x,128,         x,181,310,777,"1,889","2,303","2,846","3,164","11,289","3,223","3,381","3,238","3,129","2,827","2,486","29,573","18,284","1,436",368,52,16,"1,872","13,552","31,445","31,626","1,668",366,142,"9,817",16,"18,107","1,329","31,445"
2011,North Carolina                                         ,Specific learning disabilities     ,0,         x,         x,9,         x,0,         x,         x,0,         x,0,9,366,"1,607","4,079","5,766","6,803","7,514","26,135","7,206","6,865","6,381","6,091","5,568","4,976","63,222","37,087","3,024",765,137,29,"3,955","26,971","67,177","67,186","9,804","1,157",545,"22,044",43,"31,381","2,203","67,177"
2011,North Carolina                                         ,Deaf-blindness                     ,0,         x,         x,         x,         x,0,0,0,0,         x,0,         x,         x,         x,         x,         x,         x,0,8,         x,         x,         x,         x,         x,         x,26,18,         x,         x,         x,         x,8,21,34,         x,5,0,0,5,0,22,         x,         x
2011,North Carolina                                         ,Multiple disabilities              ,58,67,69,194,39,         x,         x,56,         x,86,6,194,101,107,194,169,207,176,954,186,177,163,155,131,120,"1,886",932,130,101,98,72,401,970,"2,287","2,481",244,         x,29,685,         x,"1,244",54,"2,287"
2011,North Carolina                                         ,Autism                             ,393,512,595,"1,500",163,9,55,411,15,782,65,"1,500",739,892,"1,218","1,188","1,083","1,088","6,208",998,883,842,746,696,586,"10,959","4,751",373,214,120,108,815,"3,685","11,774","13,274",859,72,267,"3,027",9,"7,101",439,"11,774"
2011,North Carolina                                         ,Traumatic brain injury             ,         x,         x,9,         x,         x,         x,0,         x,0,11,         x,         x,         x,         x,         x,         x,         x,30,120,         x,         x,         x,         x,54,46,369,249,34,12,         x,         x,57,235,426,         x,44,         x,         x,149,0,207,         x,         x
2011,North Carolina                                         ,Developmental delay                ,"1,785","2,567","3,079","7,431","1,166",95,135,"2,384",44,"3,384",223,"7,431","3,333","2,557",         -,         -,         -,         -,"5,890",         -,         -,         -,         -,         -,         -,"5,890",         -,         -,         -,         -,         -,         -,         -,"5,890","13,321",839,         x,69,"2,085",         x,"2,620",217,"5,890"
2011,North Carolina                                         ,All disabilities                   ,"4,235","6,369","8,183","18,787","2,496",500,289,"4,974",126,"9,850",552,"18,787","10,297","11,501","13,075","14,433","15,186","15,477","79,969","14,790","14,324","13,483","12,895","11,986","10,949","158,396","78,427","7,062","2,302",784,436,"10,584","59,897","168,980","187,767","18,205","2,974","1,630","55,973",104,"84,319","5,775","168,980"
2011,North Dakota                                           ,Intellectual disabilities             ,         x,         x,         x,8,         x,0,0,0,0,         x,0,8,14,18,25,36,52,52,197,53,72,69,62,65,60,578,381,67,49,42,12,170,426,748,756,24,83,7,31,         x,596,         x,748
2011,North Dakota                                           ,Hearing impairments                ,6,15,10,31,         x,5,0,         x,0,24,0,31,11,         x,11,8,         x,8,49,5,6,8,         x,11,9,         x,         x,         x,0,0,         x,         x,34,94,125,5,12,         x,         x,         x,72,0,94
2011,North Dakota                                           ,Speech or language impairments     ,191,273,369,833,32,88,         x,20,         x,668,21,833,384,395,391,265,226,192,"1,853",124,108,79,71,65,54,"2,354",501,35,         x,         x,0,38,307,"2,392","3,225",87,323,18,52,10,"1,876",26,"2,392"
2011,North Dakota                                           ,Visual impairments                 ,0,         x,0,         x,0,0,0,0,0,         x,0,         x,         x,         x,7,         x,5,5,27,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,         x,         x,         x,         x,         x,0,0,0,         x,0,         x
2011,North Dakota                                           ,Emotional disturbance              ,0,         x,         x,         x,0,         x,0,0,0,         x,0,         x,10,14,21,42,57,63,207,70,98,97,98,106,86,762,555,34,         x,         x,0,42,429,804,         x,21,95,         x,42,         x,626,17,         x
2011,North Dakota                                           ,Orthopedic impairments             ,5,7,9,21,         x,         x,         x,0,0,18,0,21,9,6,         x,9,         x,6,39,7,8,         x,         x,11,0,73,34,7,         x,7,         x,17,36,90,111,5,         x,         x,0,0,81,0,90
2011,North Dakota                                           ,Other health impairments           ,21,14,19,54,         x,         x,0,0,0,49,         x,54,         x,59,72,101,144,157,         x,         x,178,188,192,162,         x,"1,562",         x,79,         x,10,         x,100,789,"1,662","1,716",56,125,6,46,5,"1,407",17,"1,662"
2011,North Dakota                                           ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,0,0,0,         x,         x,16,45,127,254,396,415,"1,253",454,459,423,445,367,368,"3,769","2,516",223,         x,         x,0,250,"1,853","4,019",         x,152,437,14,108,         x,"3,273",32,         x
2011,North Dakota                                           ,Deaf-blindness                     ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,0,0,0,         x,         x,0,         x,0,         x,0,0,         x,         x,0,0,         x,0,         x,         x,         x,         x,0,0,0,0,0,         x,0,         x
2011,North Dakota                                           ,Multiple disabilities              ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,North Dakota                                           ,Autism                             ,11,22,30,63,6,         x,         x,         x,         x,51,0,63,26,40,42,70,58,59,295,52,54,61,39,43,37,581,286,31,24,11,5,71,251,652,715,15,29,         x,18,0,581,         x,652
2011,North Dakota                                           ,Traumatic brain injury             ,         x,0,0,         x,0,         x,0,         x,0,         x,0,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,8,6,         x,         x,48,         x,         x,         x,         x,0,6,         x,54,         x,         x,6,         x,         x,0,44,0,         x
2011,North Dakota                                           ,Developmental delay                ,174,287,312,773,41,115,         x,26,0,576,         x,773,269,224,177,66,         -,         -,736,         -,         -,         -,         -,         -,         -,736,         -,         -,         -,         -,         -,         -,         -,736,"1,509",28,138,         x,27,         x,526,9,736
2011,North Dakota                                           ,All disabilities                   ,413,624,754,"1,791",85,213,         x,51,         x,"1,397",34,"1,791",755,810,880,859,952,961,"5,217",925,990,938,925,839,768,"10,602","5,385",481,119,78,22,700,"4,170","11,302","13,093",396,"1,256",62,328,24,"9,127",109,"11,302"
2011,Northern Marianas                                      ,Intellectual disabilities             ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,         x,6,6,         x,         x,         x,7,         x,6,         x,         x,33,         x,6,         x,0,         x,34,60,60,         x,0,8,0,45,0,         x,60
2011,Northern Marianas                                      ,Hearing impairments                ,0,         x,         x,5,0,0,         x,0,         x,0,0,5,         x,         x,         x,0,0,0,8,         x,         x,0,         x,         x,0,19,11,0,0,0,0,0,6,19,24,0,0,         x,0,         x,0,         x,19
2011,Northern Marianas                                      ,Speech or language impairments     ,0,         x,         x,9,0,0,         x,0,         x,         x,         x,9,         x,6,         x,8,         x,         x,         x,         x,0,         x,0,0,0,         x,         x,         x,0,0,0,         x,         x,39,48,0,0,15,0,         x,         x,         x,39
2011,Northern Marianas                                      ,Visual impairments                 ,0,         x,         x,         x,0,0,0,0,         x,0,0,         x,         x,0,0,         x,0,0,         x,0,0,0,         x,         x,         x,         x,         x,0,0,0,0,0,         x,         x,         x,0,0,0,0,         x,0,         x,         x
2011,Northern Marianas                                      ,Emotional disturbance              ,         x,0,0,         x,0,0,         x,0,0,0,0,         x,0,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,0,         x,7,         x,0,0,0,         x,         x,         x,         x,0,0,         x,0,6,         x,         x,         x
2011,Northern Marianas                                      ,Orthopedic impairments             ,0,         x,0,         x,0,0,0,0,         x,0,0,         x,         x,         x,         x,0,0,0,         x,0,0,         x,0,0,0,         x,         x,0,0,0,0,0,         x,         x,         x,0,0,         x,0,         x,0,0,         x
2011,Northern Marianas                                      ,Other health impairments           ,0,0,0,0,         x,0,0,0,0,0,0,         x,         x,         x,         x,11,         x,15,47,         x,         x,5,6,         x,         x,86,39,         x,         x,0,0,         x,         x,         x,         x,0,0,21,0,54,         x,         x,         x
2011,Northern Marianas                                      ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,0,         x,0,0,         x,         x,         x,7,28,42,53,136,69,48,44,31,31,44,403,267,         x,         x,7,0,53,203,456,         x,0,0,49,0,         x,         x,88,         x
2011,Northern Marianas                                      ,Deaf-blindness                     ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,0,0,0,         x,         x,0,0,0,0,0,0,         x,0,0,0,0,0,0,0,         x,         x,0,0,0,0,0,0,         x,         x
2011,Northern Marianas                                      ,Multiple disabilities              ,         x,         x,         x,6,0,0,         x,0,         x,0,0,6,         x,         x,0,0,         x,0,6,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,         x,15,27,33,0,0,         x,0,         x,0,         x,27
